3791: mediaservice 0 0
Address		  Kbytes     PSS   Dirty    Swap  Mode  Mapping
0000007f92658000       8       8       8       0  rw-p  /usr/lib/libgstreamer-1.0.so.0.1603.0
0000007f9265a000       4       4       4       0  rw-p    [ anon ]
0000007f9265b000     464     160       0       0  r-xp  /usr/lib/libgstbase-1.0.so.0.1603.0
0000007f926cf000      60       0       0       0  ---p  /usr/lib/libgstbase-1.0.so.0.1603.0
0000007f926de000       8       8       8       0  r--p  /usr/lib/libgstbase-1.0.so.0.1603.0
0000007f926e0000       4       4       4       0  rw-p  /usr/lib/libgstbase-1.0.so.0.1603.0
0000007f926e1000     472     183       0       0  r-xp  /usr/lib/libgstaudio-1.0.so.0.1603.0
0000007f92757000      64       0       0       0  ---p  /usr/lib/libgstaudio-1.0.so.0.1603.0
0000007f92767000      16      16      16       0  r--p  /usr/lib/libgstaudio-1.0.so.0.1603.0
0000007f9276b000       4       4       4       0  rw-p  /usr/lib/libgstaudio-1.0.so.0.1603.0
0000007f9276c000     688     157       0       0  r-xp  /usr/lib/libgstvideo-1.0.so.0.1603.0
0000007f92818000      60       0       0       0  ---p  /usr/lib/libgstvideo-1.0.so.0.1603.0
0000007f92827000      48      48      48       0  r--p  /usr/lib/libgstvideo-1.0.so.0.1603.0
0000007f92833000       4       4       4       0  rw-p  /usr/lib/libgstvideo-1.0.so.0.1603.0
0000007f92834000       8       8       8       0  rw-p    [ anon ]
0000007f92836000      56      56       0       0  r-xp  /app/lib/libunwind.so.8
0000007f92844000      60       0       0       0  ---p  /app/lib/libunwind.so.8
0000007f92853000       4       4       4       0  r--p  /app/lib/libunwind.so.8
0000007f92854000       4       4       4       0  rw-p  /app/lib/libunwind.so.8
0000007f92855000     132     120     120       0  rw-p    [ anon ]
0000007f92876000    1384       3       0       0  r-xp  /usr/lib/libsqlite3.so.0.8.6
0000007f929d0000      60       0       0       0  ---p  /usr/lib/libsqlite3.so.0.8.6
